item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM00133,TXN00045,PROD0429,1,2116.3,10,1904.67
ITEM00134,TXN00045,PROD0226,1,2781.77,5,2642.68
ITEM00135,TXN00045,PROD0169,1,2256.04,15,1917.63
ITEM00136,TXN00046,PROD0197,1,3260.95,15,2771.81
ITEM00137,TXN00047,PROD0130,2,1841.19,5,3498.26
ITEM00138,TXN00047,PROD0091,3,2900.2,5,8265.57
ITEM00139,TXN00047,PROD0193,3,3894.85,0,11684.55
ITEM00140,TXN00047,PROD0095,3,3399.07,5,9687.35
ITEM00141,TXN00048,PROD0307,2,3170.57,5,6024.08
ITEM00142,TXN00048,PROD0453,2,1669.73,0,3339.46
ITEM00143,TXN00048,PROD0353,1,2224.82,15,1891.1
ITEM00144,TXN00048,PROD0420,2,1551.24,5,2947.36
ITEM00145,TXN00049,PROD0302,2,2324.31,5,4416.19
ITEM00146,TXN00049,PROD0380,2,1996.91,15,3394.75
ITEM00147,TXN00049,PROD0244,1,3969.64,10,3572.68
ITEM00148,TXN00050,PROD0124,2,3144.06,15,5344.9
ITEM00149,TXN00050,PROD0353,1,2224.82,15,1891.1
ITEM00150,TXN00051,PROD0460,1,1917.22,5,1821.36
ITEM00151,TXN00051,PROD0142,1,4760.31,10,4284.28
ITEM00152,TXN00052,PROD0421,2,559.75,0,1119.5
ITEM00153,TXN00052,PROD0285,3,2827.21,10,7633.47
ITEM00154,TXN00052,PROD0177,1,1379.12,15,1172.25
ITEM00155,TXN00053,PROD0365,1,2876.97,5,2733.12
ITEM00156,TXN00053,PROD0497,1,4291.58,10,3862.42
ITEM00157,TXN00053,PROD0004,2,4518.03,0,9036.06
ITEM00158,TXN00053,PROD0104,3,1892.36,5,5393.23
ITEM00159,TXN00053,PROD0495,2,2843.16,10,5117.69
ITEM00160,TXN00054,PROD0345,2,3420.68,5,6499.29
ITEM00161,TXN00055,PROD0338,2,515.8,0,1031.6
ITEM00162,TXN00055,PROD0337,2,1667.87,15,2835.38
ITEM00163,TXN00055,PROD0125,2,2638.62,15,4485.65
ITEM00164,TXN00056,PROD0469,3,4139.1,0,12417.3
ITEM00165,TXN00056,PROD0481,2,4908.09,10,8834.56
ITEM00166,TXN00057,PROD0493,2,560.43,5,1064.82
ITEM00167,TXN00057,PROD0352,2,1937.85,15,3294.34
ITEM00168,TXN00057,PROD0007,3,4206.38,15,10726.27
ITEM00169,TXN00057,PROD0478,1,4495.59,5,4270.81
ITEM00170,TXN00057,PROD0345,1,3420.68,10,3078.61
ITEM00171,TXN00058,PROD0451,3,2560.03,0,7680.09
ITEM00172,TXN00058,PROD0034,2,4960.55,15,8432.93
ITEM00173,TXN00058,PROD0314,3,255.28,0,765.84
ITEM00174,TXN00059,PROD0257,1,4215.21,10,3793.69
ITEM00175,TXN00059,PROD0327,2,4407.19,5,8373.66
ITEM00176,TXN00059,PROD0036,3,1190.31,5,3392.38
ITEM00177,TXN00060,PROD0022,3,3915.76,5,11159.92
ITEM00178,TXN00060,PROD0431,2,1146.95,0,2293.9
ITEM00179,TXN00060,PROD0111,3,1913.66,15,4879.83
ITEM00180,TXN00060,PROD0164,1,4671.46,10,4204.31
ITEM00181,TXN00061,PROD0146,2,2800.79,5,5321.5
ITEM00182,TXN00061,PROD0464,1,2826.28,15,2402.34
ITEM00183,TXN00062,PROD0445,1,1037.64,0,1037.64
ITEM00184,TXN00062,PROD0036,3,1190.31,5,3392.38
ITEM00185,TXN00063,PROD0010,2,3838.8,0,7677.6
ITEM00186,TXN00063,PROD0436,2,3452.3,15,5868.91
ITEM00187,TXN00063,PROD0252,2,2746.14,5,5217.67
ITEM00188,TXN00063,PROD0465,1,4526.24,0,4526.24
ITEM00189,TXN00063,PROD0236,1,2617.56,0,2617.56
ITEM00190,TXN00064,PROD0282,3,4297.69,0,12893.07
ITEM00191,TXN00064,PROD0263,3,4885.47,5,13923.59
ITEM00192,TXN00064,PROD0183,1,1113.88,15,946.8
ITEM00193,TXN00065,PROD0152,1,4687.53,5,4453.15
ITEM00194,TXN00065,PROD0191,1,3452.7,5,3280.06
ITEM00195,TXN00065,PROD0415,2,3779.14,0,7558.28
ITEM00196,TXN00065,PROD0488,1,990.19,0,990.19
ITEM00197,TXN00066,PROD0179,1,2485.5,10,2236.95
ITEM00198,TXN00066,PROD0272,2,888.99,5,1689.08
ITEM00199,TXN00067,PROD0446,1,1434.11,5,1362.4
ITEM00200,TXN00067,PROD0183,2,1113.88,0,2227.76
ITEM00201,TXN00067,PROD0309,1,4724.52,5,4488.29
ITEM00202,TXN00067,PROD0347,2,1470.1,10,2646.18
ITEM00203,TXN00067,PROD0099,2,2044.77,0,4089.54
ITEM00204,TXN00068,PROD0343,1,2016.03,10,1814.43
ITEM00205,TXN00068,PROD0405,2,4559.2,10,8206.56
ITEM00206,TXN00068,PROD0379,1,4357.01,5,4139.16
ITEM00207,TXN00068,PROD0113,3,323.46,5,921.86
ITEM00208,TXN00068,PROD0317,1,3915.96,10,3524.36
ITEM00209,TXN00069,PROD0347,1,1470.1,5,1396.59
ITEM00210,TXN00069,PROD0445,1,1037.64,15,881.99
ITEM00211,TXN00069,PROD0359,1,2925.42,10,2632.88
ITEM00212,TXN00070,PROD0135,2,3774.77,10,6794.59
ITEM00213,TXN00070,PROD0089,2,3277.86,5,6227.93
ITEM00214,TXN00070,PROD0457,1,2521.97,10,2269.77
ITEM00215,TXN00071,PROD0454,3,2313.12,15,5898.46
ITEM00216,TXN00071,PROD0033,3,1643.68,10,4437.94
ITEM00217,TXN00072,PROD0335,3,4445.98,0,13337.94
ITEM00218,TXN00072,PROD0363,1,4831.59,15,4106.85
ITEM00219,TXN00072,PROD0447,2,3214.28,10,5785.7
ITEM00220,TXN00072,PROD0494,1,2574.51,0,2574.51
ITEM00221,TXN00073,PROD0470,1,2427.26,15,2063.17
ITEM00222,TXN00073,PROD0383,3,4361.85,5,12431.27
ITEM00223,TXN00073,PROD0156,2,2624.65,0,5249.3
ITEM00224,TXN00073,PROD0024,3,1151.52,0,3454.56
ITEM00225,TXN00073,PROD0025,3,1659.12,5,4728.49
ITEM00226,TXN00074,PROD0343,3,2016.03,10,5443.28
ITEM00227,TXN00074,PROD0075,1,3396.36,15,2886.91
ITEM00228,TXN00074,PROD0405,3,4559.2,15,11625.96
ITEM00229,TXN00074,PROD0165,2,3504.45,10,6308.01
ITEM00230,TXN00075,PROD0178,2,4663.08,5,8859.85
ITEM00231,TXN00076,PROD0229,2,243.24,10,437.83
ITEM00232,TXN00076,PROD0304,3,4126.57,5,11760.72
ITEM00233,TXN00077,PROD0356,3,2626.27,15,6696.99
ITEM00234,TXN00077,PROD0141,3,1174.67,5,3347.81
ITEM00235,TXN00078,PROD0098,2,545.58,5,1036.6
ITEM00236,TXN00079,PROD0477,1,2104.91,15,1789.17
ITEM00237,TXN00079,PROD0465,1,4526.24,15,3847.3
ITEM00238,TXN00079,PROD0473,1,2528.6,10,2275.74
ITEM00239,TXN00079,PROD0122,2,4196.99,0,8393.98
ITEM00240,TXN00080,PROD0044,1,1535.98,0,1535.98
ITEM00241,TXN00080,PROD0423,3,4848.83,15,12364.52
ITEM00242,TXN00080,PROD0472,2,3569.65,5,6782.34
ITEM00243,TXN00080,PROD0420,1,1551.24,0,1551.24
ITEM00244,TXN00081,PROD0106,3,620.08,0,1860.24
ITEM00245,TXN00081,PROD0441,2,1105.58,0,2211.16
ITEM00246,TXN00081,PROD0222,3,1851.01,15,4720.08
ITEM00247,TXN00081,PROD0019,3,3628.97,15,9253.87
ITEM00248,TXN00081,PROD0486,3,1794.9,0,5384.7
ITEM00249,TXN00082,PROD0184,2,2818.78,0,5637.56
ITEM00250,TXN00082,PROD0161,3,3699.91,10,9989.76
ITEM00251,TXN00082,PROD0418,2,2430.71,5,4618.35
ITEM00252,TXN00082,PROD0428,3,2976.13,15,7589.13
ITEM00253,TXN00083,PROD0123,2,3636.67,15,6182.34
ITEM00254,TXN00084,PROD0184,1,2818.78,0,2818.78
ITEM00255,TXN00084,PROD0387,2,3858.38,5,7330.92
ITEM00256,TXN00084,PROD0018,3,4625.92,0,13877.76
ITEM00257,TXN00084,PROD0144,2,3423.55,15,5820.03
ITEM00258,TXN00085,PROD0228,2,4765.29,0,9530.58
ITEM00259,TXN00086,PROD0199,1,4612.24,0,4612.24
ITEM00260,TXN00086,PROD0018,2,4625.92,10,8326.66
ITEM00261,TXN00086,PROD0384,2,3234.42,10,5821.96
ITEM00262,TXN00086,PROD0100,1,3179.0,0,3179.0
ITEM00263,TXN00086,PROD0444,2,4439.82,0,8879.64
ITEM00264,TXN00087,PROD0333,2,4207.67,15,7153.04
ITEM00265,TXN00087,PROD0235,2,4048.57,15,6882.57
ITEM00266,TXN00087,PROD0451,1,2560.03,15,2176.03
ITEM00267,TXN00087,PROD0486,1,1794.9,10,1615.41
ITEM00268,TXN00088,PROD0451,2,2560.03,5,4864.06
ITEM00269,TXN00089,PROD0187,2,2737.89,15,4654.41
ITEM00270,TXN00090,PROD0123,2,3636.67,10,6546.01
ITEM00271,TXN00090,PROD0390,2,462.43,15,786.13
ITEM00272,TXN00090,PROD0313,2,499.09,0,998.18
ITEM00273,TXN00090,PROD0252,1,2746.14,10,2471.53
ITEM00274,TXN00091,PROD0001,2,2214.37,5,4207.3
ITEM00275,TXN00091,PROD0475,1,738.19,10,664.37
ITEM00276,TXN00091,PROD0411,1,2993.98,5,2844.28
ITEM00277,TXN00091,PROD0028,2,4940.49,15,8398.83
ITEM00278,TXN00091,PROD0052,3,4442.72,5,12661.75
ITEM00279,TXN00092,PROD0328,1,4485.34,10,4036.81
ITEM00280,TXN00092,PROD0069,2,3848.08,0,7696.16
ITEM00281,TXN00093,PROD0276,1,3629.4,15,3084.99
ITEM00282,TXN00093,PROD0384,2,3234.42,10,5821.96
ITEM00283,TXN00094,PROD0422,3,4459.05,10,12039.44
ITEM00284,TXN00095,PROD0208,1,3526.33,15,2997.38
ITEM00285,TXN00095,PROD0271,3,1584.69,5,4516.37
ITEM00286,TXN00095,PROD0288,3,4658.76,15,11879.84
ITEM00287,TXN00095,PROD0414,3,818.32,5,2332.21
ITEM00288,TXN00095,PROD0028,2,4940.49,0,9880.98
ITEM00289,TXN00096,PROD0340,3,3559.54,15,9076.83
ITEM00290,TXN00096,PROD0468,2,4769.67,10,8585.41
ITEM00291,TXN00097,PROD0493,1,560.43,5,532.41
ITEM00292,TXN00097,PROD0287,2,4566.77,10,8220.19
ITEM00293,TXN00097,PROD0108,2,615.59,10,1108.06
ITEM00294,TXN00098,PROD0140,3,3750.35,10,10125.94
ITEM00295,TXN00098,PROD0017,1,4488.47,15,3815.2
ITEM00296,TXN00098,PROD0080,2,4004.19,10,7207.54
ITEM00297,TXN00098,PROD0115,1,3790.34,5,3600.82
ITEM00298,TXN00099,PROD0224,3,3676.12,0,11028.36
ITEM00299,TXN00099,PROD0373,3,778.63,15,1985.51
ITEM00300,TXN00100,PROD0471,3,4998.78,5,14246.52
ITEM00301,TXN00101,PROD0376,3,4179.21,15,10656.99
ITEM00302,TXN00101,PROD0282,2,4297.69,15,7306.07
ITEM00303,TXN00102,PROD0265,2,2574.89,15,4377.31
ITEM00304,TXN00102,PROD0063,3,3507.84,15,8944.99
ITEM00305,TXN00102,PROD0066,2,202.96,0,405.92
ITEM00306,TXN00103,PROD0141,2,1174.67,10,2114.41
ITEM00307,TXN00103,PROD0169,1,2256.04,15,1917.63
ITEM00308,TXN00103,PROD0390,1,462.43,0,462.43
ITEM00309,TXN00104,PROD0416,3,4632.7,15,11813.38
ITEM00310,TXN00105,PROD0377,1,3466.69,5,3293.36
ITEM00311,TXN00105,PROD0221,1,2179.54,5,2070.56
ITEM00312,TXN00106,PROD0051,2,750.47,5,1425.89
ITEM00313,TXN00106,PROD0489,1,1653.72,10,1488.35
ITEM00314,TXN00106,PROD0082,3,3799.82,15,9689.54
ITEM00315,TXN00106,PROD0262,3,1296.81,15,3306.87
ITEM00316,TXN00107,PROD0473,3,2528.6,0,7585.8
ITEM00317,TXN00107,PROD0105,1,3386.98,10,3048.28
ITEM00318,TXN00107,PROD0084,3,2050.5,10,5536.35
ITEM00319,TXN00107,PROD0409,1,2763.93,5,2625.73
ITEM00320,TXN00107,PROD0047,3,3103.14,15,7913.01
ITEM00321,TXN00108,PROD0222,2,1851.01,10,3331.82
ITEM00322,TXN00108,PROD0010,2,3838.8,15,6525.96
ITEM00323,TXN00108,PROD0001,1,2214.37,15,1882.21
ITEM00324,TXN00108,PROD0261,2,4359.27,0,8718.54
ITEM00325,TXN00109,PROD0289,3,3650.3,0,10950.9
ITEM00326,TXN00109,PROD0258,2,4534.37,5,8615.3
ITEM00327,TXN00109,PROD0432,3,3425.82,0,10277.46
ITEM00328,TXN00109,PROD0284,2,2274.31,5,4321.19
ITEM00329,TXN00110,PROD0206,1,1562.13,10,1405.92
ITEM00330,TXN00111,PROD0024,3,1151.52,15,2936.38
ITEM00331,TXN00111,PROD0283,3,3224.67,15,8222.91
ITEM00332,TXN00111,PROD0088,2,3580.14,15,6086.24
ITEM00333,TXN00111,PROD0055,2,2000.53,15,3400.9
ITEM00334,TXN00111,PROD0423,2,4848.83,0,9697.66
ITEM00335,TXN00112,PROD0195,2,2041.33,15,3470.26
ITEM00336,TXN00112,PROD0398,1,2199.85,0,2199.85
ITEM00337,TXN00112,PROD0345,3,3420.68,15,8722.73
ITEM00338,TXN00112,PROD0316,1,777.74,15,661.08
ITEM00339,TXN00112,PROD0135,1,3774.77,15,3208.55
ITEM00340,TXN00113,PROD0204,3,2758.75,0,8276.25
ITEM00341,TXN00114,PROD0185,3,1686.74,15,4301.19
ITEM00342,TXN00114,PROD0433,3,1856.48,15,4734.02
ITEM00343,TXN00114,PROD0089,2,3277.86,10,5900.15
ITEM00344,TXN00115,PROD0115,2,3790.34,10,6822.61
ITEM00345,TXN00115,PROD0279,1,349.43,5,331.96
ITEM00346,TXN00115,PROD0340,1,3559.54,15,3025.61
ITEM00347,TXN00116,PROD0330,2,4765.82,5,9055.06
ITEM00348,TXN00116,PROD0271,2,1584.69,15,2693.97
ITEM00349,TXN00116,PROD0090,2,4677.31,5,8886.89
ITEM00350,TXN00116,PROD0409,3,2763.93,0,8291.79
ITEM00351,TXN00117,PROD0344,1,2939.46,10,2645.51
ITEM00352,TXN00118,PROD0054,2,3065.87,5,5825.15
ITEM00353,TXN00118,PROD0456,3,2070.59,5,5901.18
ITEM00354,TXN00118,PROD0414,1,818.32,5,777.4
ITEM00355,TXN00118,PROD0394,2,3694.89,10,6650.8
ITEM00356,TXN00119,PROD0218,2,3295.69,15,5602.67
ITEM00357,TXN00119,PROD0393,1,1843.85,15,1567.27
ITEM00358,TXN00119,PROD0094,1,4926.93,5,4680.58
ITEM00359,TXN00119,PROD0153,3,1460.77,15,3724.96
ITEM00360,TXN00119,PROD0186,1,2563.38,10,2307.04
ITEM00361,TXN00120,PROD0497,2,4291.58,10,7724.84
ITEM00362,TXN00120,PROD0380,3,1996.91,15,5092.12
ITEM00363,TXN00121,PROD0249,1,4752.44,15,4039.57
ITEM00364,TXN00121,PROD0309,3,4724.52,10,12756.2
ITEM00365,TXN00121,PROD0399,3,1132.36,10,3057.37
ITEM00366,TXN00121,PROD0229,2,243.24,5,462.16
ITEM00367,TXN00122,PROD0426,1,888.34,10,799.51
ITEM00368,TXN00122,PROD0164,3,4671.46,15,11912.22
ITEM00369,TXN00123,PROD0033,3,1643.68,15,4191.38
ITEM00370,TXN00123,PROD0385,3,1482.05,0,4446.15
ITEM00371,TXN00123,PROD0195,1,2041.33,5,1939.26
ITEM00372,TXN00123,PROD0431,2,1146.95,10,2064.51
ITEM00373,TXN00124,PROD0391,1,3094.72,10,2785.25
ITEM00374,TXN00124,PROD0200,2,2158.75,10,3885.75
ITEM00375,TXN00124,PROD0280,1,2964.56,5,2816.33
ITEM00376,TXN00125,PROD0021,2,1341.19,0,2682.38
ITEM00377,TXN00125,PROD0005,1,4799.63,0,4799.63
ITEM00378,TXN00125,PROD0237,3,2812.95,10,7594.96
ITEM00379,TXN00126,PROD0216,2,1150.95,10,2071.71
ITEM00380,TXN00126,PROD0300,2,571.09,0,1142.18
ITEM00381,TXN00126,PROD0475,2,738.19,15,1254.92
ITEM00382,TXN00126,PROD0325,2,3154.52,0,6309.04
ITEM00383,TXN00126,PROD0203,2,1193.58,10,2148.44
ITEM00384,TXN00127,PROD0108,2,615.59,15,1046.5
ITEM00385,TXN00127,PROD0167,2,1140.8,10,2053.44
ITEM00386,TXN00128,PROD0300,2,571.09,10,1027.96
ITEM00387,TXN00128,PROD0185,2,1686.74,15,2867.46
ITEM00388,TXN00128,PROD0081,1,261.97,15,222.67
ITEM00389,TXN00128,PROD0461,3,2010.34,5,5729.47
ITEM00390,TXN00128,PROD0391,1,3094.72,0,3094.72
ITEM00391,TXN00129,PROD0099,2,2044.77,10,3680.59
ITEM00392,TXN00130,PROD0020,2,4378.58,0,8757.16
ITEM00393,TXN00130,PROD0395,1,3435.61,15,2920.27
ITEM00394,TXN00130,PROD0254,3,1783.23,5,5082.21
ITEM00395,TXN00130,PROD0429,2,2116.3,15,3597.71
ITEM00396,TXN00130,PROD0355,2,4633.91,15,7877.65
ITEM00397,TXN00131,PROD0177,1,1379.12,5,1310.16
ITEM00398,TXN00132,PROD0126,2,3122.0,5,5931.8
ITEM00399,TXN00132,PROD0080,2,4004.19,10,7207.54
ITEM00400,TXN00132,PROD0409,3,2763.93,5,7877.2
ITEM00401,TXN00133,PROD0325,1,3154.52,10,2839.07
ITEM00402,TXN00133,PROD0097,1,3085.12,0,3085.12
ITEM00403,TXN00133,PROD0290,3,609.56,5,1737.25
ITEM00404,TXN00133,PROD0316,1,777.74,10,699.97
ITEM00405,TXN00134,PROD0122,3,4196.99,0,12590.97
ITEM00406,TXN00135,PROD0189,3,660.25,10,1782.67
ITEM00407,TXN00135,PROD0389,2,3765.08,10,6777.14
ITEM00408,TXN00135,PROD0423,1,4848.83,15,4121.51
ITEM00409,TXN00135,PROD0061,3,827.83,15,2110.97
ITEM00410,TXN00135,PROD0332,2,3650.43,0,7300.86
ITEM00411,TXN00136,PROD0488,2,990.19,5,1881.36
ITEM00412,TXN00136,PROD0155,1,1070.56,5,1017.03
ITEM00413,TXN00136,PROD0231,3,4466.13,10,12058.55
ITEM00414,TXN00137,PROD0156,1,2624.65,0,2624.65
ITEM00415,TXN00137,PROD0439,1,1824.79,5,1733.55
ITEM00416,TXN00137,PROD0237,1,2812.95,0,2812.95
ITEM00417,TXN00137,PROD0361,3,4056.79,15,10344.81
ITEM00418,TXN00138,PROD0192,3,4109.22,5,11711.28
ITEM00419,TXN00138,PROD0233,2,4462.16,0,8924.32
ITEM00420,TXN00138,PROD0121,2,717.2,10,1290.96
ITEM00421,TXN00138,PROD0147,3,751.65,10,2029.45
ITEM00422,TXN00139,PROD0500,1,4182.91,5,3973.76
ITEM00423,TXN00140,PROD0078,2,3669.03,0,7338.06
ITEM00424,TXN00141,PROD0450,3,1289.74,0,3869.22
